product_id,product_name,price,currency,category,seller,last_updated
MP0355,Classic Clay Planter,177.19,eur,kitchen,alpha,05/03/2024
MP0356,Classic Enamel Pin,135.77,GBP,STATIONERY,alpha,05/03/2024
MP0357,organic cork notebook,186.52,usd,fashion,beta,2024-03-05
MP0358,  Modern Ceramic Mug,237.23,USD,accessories,gamma,09/03/2024
MP0359,Artisan Paper Lampshade,209.93,EUR,stationery,gamma,03/05/2024
MP0360,Handmade Cork Notebook,,USD,stationery,alpha,04/03/2024
MP0361,Bespoke Copper Kettle,188.03,GBP,kitchen,beta,2024-03-07
MP0362,Rustic Bamboo Tray,3.37,usd,stationery,alpha,03/03/2024
MP0363,Artisan Wool Blanket,137.42,EUR,decor,gamma,
MP0364,Modern  Jute Rug,20.83,USD,fashion,beta,05/03/2024
MP0365,  Vintage Marble Coaster,100.68,usd,stationery,beta,14/03/2024
MP0366,RUSTIC LINEN TABLECLOTH,147.39,usd,stationery,beta,2024-03-10
MP0367,premium paper lampshade,153.14,GBP,decor,gamma,06/03/2024
MP0368,Luxury Cork Notebook,208.44,eur,fashion,gamma,2024-03-07
MP0369,Handmade Silk Cushion,62.58,gbp,accessories,beta,2024-03-12
MP0370,  Artisan Glass Vase,,EUR,,alpha,03/03/2024
MP0371,Artisan Marble Coaster,110.56,EUR,DECOR,beta,09/03/2024
MP0372,  Artisan Wooden Bowl,146.83,usd,accessories,beta,2024-03-08
MP0373,Modern Paper Lampshade,138.55,EUR,home,gamma,2024-03-06
MP0374,Rustic Enamel Pin,209.95,USD,stationery,alpha,15/03/2024
MP0375,LUXURY LINEN TABLECLOTH,11.21,USD,DECOR,beta,2024-03-14
MP0376,  Handmade Velvet Pouch,208.24,USD,fashion,alpha,01/03/2024
MP0377,Classic Cork Notebook,37.99,EUR,stationery,gamma,09/03/2024
MP0378,Classic Brass Candleholder,148.02,USD,KITCHEN,gamma,01/03/2024
MP0379,Vintage Cotton Scarf,66.24,eur,decor,alpha,11/03/2024
MP0380,Artisan Silver Ring   ,150.63,usd,stationery,alpha,05/03/2024
MP0381,Modern Bamboo Tray,45.8,USD,stationery,gamma,03/01/2024
MP0382,Modern Enamel Pin,157.4,gbp,fashion,gamma,06/03/2024
MP0383,Vintage Oak Cutting Board,249.33,GBP,jewellery,alpha,05/03/2024
MP0384,Artisan Jute Rug,17.96,GBP,stationery,beta,04/03/2024
MP0385,Modern Tin Candle,69.89,GBP,stationery,beta,2024-03-04
MP0386,Bespoke Tin Candle,222.39,gbp,kitchen,gamma,03/13/2024
MP0387,classic iron bookend,161.32,GBP,decor,alpha,06/03/2024
MP0388,Elegant  Cork Notebook,168.18,GBP,stationery,gamma,03/03/2024
MP0389,Elegant Paper Lampshade,105.57,usd,decor,alpha,07/03/2024
MP0390,HANDMADE BRASS CANDLEHOLDER,,EUR,kitchen,alpha,13/03/2024
MP0391,Rustic Resin Earrings,139.81,GBP,kitchen,alpha,02/03/2024
MP0392,Natural Tin Candle   ,194.0,GBP,kitchen,alpha,12/03/2024
MP0393,Premium Copper Kettle,53.66,gbp,accessories,gamma,03/14/2024
MP0394,Natural Wool Blanket,167.24,EUR,kitchen,beta,12/03/2024
MP0395,Bespoke Ceramic Mug,222.58,gbp,decor,alpha,02/03/2024
MP0396,Handmade Cotton Scarf,180.45,eur,home,alpha,04/03/2024
MP0397,Modern Velvet Pouch,239.38,eur,accessories,gamma,03/13/2024
MP0398,Rustic Iron Bookend,12.31,eur,  accessories,beta,2024-03-10
MP0399,  Handmade Jute Rug,225.04,USD,home,beta,2024-03-14
MP0400,Luxury Wooden Bowl,151.75,gbp,fashion,alpha,05/03/2024
MP0401,orGANiC lEathER wALlET,204.78,USD,fashion,alpha,03/03/2024
MP0402,vintage cotton scarf,134.8,eur,jewellery,gamma,03/02/2024
MP0403,Elegant Copper Kettle,75.76,GBP,decor,alpha,01/03/2024
MP0404,Rustic Cotton Scarf,249.69,USD,decor,beta,15/03/2024
MP0405,Classic Leather Wallet,166.87,USD,STATIONERY,beta,06/03/2024
MP0406,PREMIUM WOODEN BOWL,159.35,eur,garden,gamma,2024-03-08
MP0407,Classic Bamboo Tray,72.73,gbp,HOME,gamma,03/12/2024
MP0408,Rustic Linen Tablecloth,195.24,eur,kitchen,gamma,12/03/2024
MP0409,Classic Porcelain Plate,66.97,GBP,  GARDEN,beta,2024-03-14
MP0410,Rustic Canvas Tote,240.37,USD,,beta,2024-03-13
MP0411,Rustic Bamboo Tray,17.57,eur,accessories,alpha,08/03/2024
MP0412,bespoke silver ring,38.28,USD,kitchen,alpha,09/03/2024
MP0413,Natural Stone Mortar,10.89,eur,ACCESSORIES,beta,2024-03-08
MP0414,Luxury Cotton Scarf,88.72,GBP,jewellery,beta,15/03/2024
MP0415,Handmade Paper Lampshade,74.45,usd,  garden,beta,09/03/2024
MP0416,handmade silk cushion,74.06,usd,decor,alpha,13/03/2024
MP0417,Premium Iron Bookend,200.57,eur,kitchen,gamma,03/09/2024
MP0418,Classic Iron Bookend,141.13,GBP,decor,alpha,11/03/2024
MP0419,Luxury Marble Coaster   ,229.67,gbp,  stationery,beta,09/03/2024
MP0420,Natural Silk Cushion,8.15,eur,kitchen,beta,2024-03-10
MP0421,Organic Canvas Tote,137.18,GBP,  STATIONERY,beta,2024-03-07
MP0422,Handmade Wooden Bowl,38.54,GBP,accessories,gamma,02/03/2024
MP0423,Bespoke Ceramic Mug,51.03,GBP,kitchen,beta,05/03/2024
MP0424,Classic Paper Lampshade,5.26,eur,kitchen,beta,03/03/2024
MP0425,modern denim apron,30.32,usd,jewellery,gamma,02/03/2024
MP0426,Natural Ceramic Mug,209.02,GBP,home,beta,01/03/2024
MP0427,Classic Velvet Pouch,,gbp,,alpha,09/03/2024
MP0428,Natural Bamboo Tray,226.49,EUR,garden,alpha,10/03/2024
MP0429,eLEGanT tIN CandlE,234.59,usd,  home,alpha,11/03/2024
MP0430,ClassIC wicKER BaSkeT,203.54,USD,DECOR,beta,2024-03-12
MP0431,Rustic Enamel Pin,117.97,USD,,beta,12/03/2024
MP0432,Natural Silk Cushion,90.13,EUR,accessories,beta,2024-03-07
MP0433,Bespoke Tin Candle,33.88,USD,accessories,beta,09/03/2024
MP0434,Organic Glass Vase   ,169.77,GBP,garden,beta,2024-03-01
MP0435,artisan glass vase,171.94,EUR,jewellery,alpha,07/03/2024
MP0436,Rustic Brass Candleholder,23.7,eur,kitchen,alpha,01/03/2024
MP0437,Artisan Stone Mortar,142.46,USD,decor,alpha,05/03/2024
MP0438,RUStiC wicKER bASket,175.98,GBP,fashion,alpha,14/03/2024
MP0439,Premium Oak Cutting Board,57.49,gbp,garden,beta,2024-03-06
MP0440,Elegant Marble Coaster,148.4,USD,kitchen,beta,2024-03-12
MP0441,Classic Ceramic Mug,145.91,GBP,jewellery,alpha,03/03/2024
MP0442,Modern Bamboo Tray,47.29,gbp,jewellery,gamma,13/03/2024
MP0443,organic stone mortar,110.96,usd,home,beta,2024-03-15
MP0444,Luxury Velvet Pouch,4.54,usd,garden,alpha,06/03/2024
MP0445,HanDMADE LINEN tAbLeclotH,244.94,USD,stationery,alpha,15/03/2024
MP0446,Luxury Velvet Pouch,127.33,eur,kitchen,gamma,04/03/2024
MP0447,NATURAL PORCELAIN PLATE,,USD,stationery,alpha,12/03/2024
MP0448,Natural Silk Cushion,219.55,USD,home,beta,2024-03-05
MP0449,Premium Wicker Basket,217.19,gbp,JEWELLERY,alpha,02/03/2024
MP0450,Elegant Denim Apron,177.99,GBP,home,gamma,2024-03-10
MP0451,Vintage Leather Wallet   ,70.17,EUR,jewellery,beta,2024-03-02
MP0452,Vintage Wool Blanket,,eur,garden,alpha,01/03/2024
MP0453,Classic Porcelain Plate   ,30.17,EUR,FASHION,gamma,01/03/2024
MP0454,Natural Canvas Tote,162.52,gbp,garden,alpha,06/03/2024
MP0455,rustic cotton scarf,144.11,GBP,garden,gamma,03/04/2024
MP0456,Luxury Oak Cutting Board,85.21,USD,decor,gamma,09/03/2024
MP0457,Elegant Copper Kettle   ,238.11,gbp,kitchen,gamma,03/03/2024
MP0458,Handmade Wooden Bowl,136.24,eur,,alpha,01/03/2024
MP0459,classic linen tablecloth,206.96,USD,garden,gamma,2024-03-13
MP0460,LUXURY DENIM APRON,82.02,USD,jewellery,alpha,01/03/2024
MP0461,Elegant Stone Mortar,33.89,GBP,garden,gamma,14/03/2024
MP0462,luxury tin candle,220.07,USD,fashion,gamma,2024-03-08
MP0463,Handmade  Ceramic Mug,23.49,EUR,home,beta,03/03/2024
MP0464,Handmade Copper Kettle,122.41,EUR,GARDEN,gamma,2024-03-15
MP0465,Vintage Porcelain Plate,153.65,usd,stationery,beta,2024-03-01
MP0466,Artisan Silk Cushion,6.97,usd,kitchen,beta,2024-03-03
MP0467,ModerN wicKeR BAsKeT,13.83,GBP,  kitchen,alpha,03/03/2024
MP0468,Modern Oak Cutting Board,216.29,gbp,decor,gamma,2024-03-04
MP0469,Natural Porcelain Plate,25.55,eur,stationery,gamma,2024-03-15
MP0470,artisan paper lampshade,219.52,EUR,garden,beta,2024-03-07
MP0471,Classic Wool Blanket,149.28,USD,garden,alpha,13/03/2024
MP0472,Elegant Porcelain Plate,24.33,GBP,home,gamma,2024-03-13
MP0473,rUSTic eNAMEl PIN,150.01,gbp,accessories,gamma,03/01/2024
MP0474,Organic Canvas Tote,237.24,usd,FASHION,gamma,13/03/2024
MP0475,premiUm dENim APRON,192.97,GBP,jewellery,alpha,01/03/2024
MP0476,LUXURY BRASS CANDLEHOLDER,154.38,EUR,decor,beta,03/03/2024
MP0477,Bespoke Bamboo Tray,120.17,GBP,jewellery,alpha,07/03/2024
MP0478,Modern Iron Bookend,224.79,USD,,gamma,03/09/2024
MP0479,Rustic Tin Candle,42.88,GBP,kitchen,beta,2024-03-07
MP0480,Luxury  Linen Tablecloth,101.08,GBP,jewellery,gamma,
MP0481,Premium Stone Mortar,202.68,USD,accessories,beta,2024-03-08
MP0482,RUSTIC SILK CUSHION,210.14,USD,jewellery,beta,2024-03-01
MP0483,Modern Cotton Scarf,195.83,usd,garden,alpha,14/03/2024
MP0484,classic paper lampshade,134.62,EUR,accessories,beta,
MP0485,Natural Silver Ring   ,,USD,garden,beta,
MP0486,oRgAnIC sTOnE MoRtar,141.52,GBP,  kitchen,beta,11/03/2024
MP0487,Rustic Enamel Pin,,EUR,jewellery,gamma,11/03/2024
MP0488,Luxury Wooden Bowl,191.37,eur,stationery,beta,2024-03-15
MP0489,Rustic Clay Planter,197.88,usd,fashion,beta,2024-03-06
MP0490,Elegant Velvet Pouch,90.42,USD,decor,gamma,03/04/2024
MP0491,Classic Enamel Pin,108.95,USD,stationery,beta,14/03/2024
MP0492,Modern Iron Bookend,119.34,USD,fashion,gamma,03/07/2024
MP0493,Premium Silk Cushion   ,243.92,GBP,  jewellery,alpha,13/03/2024
MP0494,Luxury Leather Wallet,134.41,GBP,garden,alpha,08/03/2024
MP0495,ARTISAN STONE MORTAR,118.46,gbp,garden,gamma,06/03/2024
MP0496,Bespoke Ceramic Mug   ,231.57,EUR,stationery,beta,2024-03-02
MP0497,PREMIUM OAK CUTTING BOARD,48.69,USD,accessories,alpha,03/03/2024
MP0498,Bespoke Brass Candleholder,188.4,usd,DECOR,alpha,02/03/2024
MP0499,  Organic Porcelain Plate,221.58,eur,kitchen,beta,15/03/2024
MP0500,cLasSiC IRON bOOkeNd,115.08,GBP,stationery,alpha,07/03/2024
MP0501,Handmade Ceramic Mug,69.82,GBP,home,alpha,2024-03-05
MP0502,Handmade Ceramic Mug,69.82,GBP,home,alpha,2024-03-05
MP0503,Vintage Leather Wallet,69.98,GBP,home,alpha,2024-03-05
MP0504,Vintage Leather Wallet,69.98,GBP,home,alpha,2024-03-05
MP0505,Premium Glass Vase,58.41,GBP,home,alpha,2024-03-05
MP0506,Premium Glass Vase,58.41,GBP,home,alpha,2024-03-05
MP0507,Artisan Wooden Bowl,68.98,GBP,home,alpha,2024-03-05
MP0508,Artisan Wooden Bowl,68.98,GBP,home,alpha,2024-03-05
MP0509,Elegant Silver Ring,39.35,GBP,home,alpha,2024-03-05
MP0510,Elegant Silver Ring,39.35,GBP,home,alpha,2024-03-05
MP0511,Rustic Oak Cutting Board,42.51,GBP,home,alpha,2024-03-05
MP0512,Rustic Oak Cutting Board,42.51,GBP,home,alpha,2024-03-05
MP0513,Modern Brass Candleholder,61.92,GBP,home,alpha,2024-03-05
MP0514,Modern Brass Candleholder,61.92,GBP,home,alpha,2024-03-05
MP0515,Natural Wool Blanket,71.52,GBP,home,alpha,2024-03-05
MP0516,Natural Wool Blanket,71.52,GBP,home,alpha,2024-03-05
