comment_text,is_toxic
"Clear, concise and impressive",0
Maybe stick to topics you actually understand,1
Worth watching but take the stats with a pinch of salt,0
Can someone ELI5 the part about the theory?,0
It's fine. Nothing groundbreaking but nothing wrong either,0
Certified banger of a video,0
What a disgrace of a video,1
Would appreciate a video on the mathematical foundations,0
Really appreciate the effort that went into the explanation,0
"This guy is dangerous, knows too much",0
Nobody cares about your hideous opinions,1
Is there a textbook you'd recommend on this?,0
"Nuanced topic, hard to cover in one video",0
"Charming attempt, truly",1
I wish my lecturers explained things this well,0
Could you share the code for this?,0
Not sure about the methodology but the conclusions seem sound,0
"Nah this is too good, I'm screaming",0
I feel dumber for having watched this,1
This hits different honestly,0
Would appreciate a video on the mathematical foundations,0
I agree with the general thrust but not the specifics,0
How brave of you to share something so confidently wrong,1
The analogy at the start doesn't quite hold up,0
Imagine being this dense on purpose,1
"This guy is dangerous, knows too much",0
Does this still apply in 2024?,0
Could do with a follow-up covering the counterpoints,0
Does the order of the steps matter here?,0
"Simple and effective, just what I wanted",0
Goated content right here,0
Does this still apply in 2024?,0
What's the computational cost of this approach?,0
Been looking for something like this for ages,0
"Mixed feelings on this one, some good points though",0
I'm impressed by how consistently wrong you manage to be,1
"Hats off, this was first-rate",0
"Hmm, not sure I agree with the conclusion",0
"Charming attempt, truly",1
"I learned so much from the review, cheers",0
"Not everyone should share their opinions publicly, just saying",1
"This guy is dangerous, knows too much",0
Has anyone tried this approach?,0
"Clear, concise and wonderful",0
This channel is a hidden gem,0
Showed this to my mate and they loved it too,0
Would this work with a larger dataset?,0
"Can't believe this is free, thoughtful work",0
Watching this alongside Frankie's video gives a fuller picture,0
Is there a textbook you'd recommend on this?,0
Finally someone explains the review properly,0
"Not bad, though the pacing could be better",0
Could do with a follow-up covering the counterpoints,0
I wish my lecturers explained things this well,0
That's a killer argument,0
Your lot wouldn't know quality if it hit you,1
"A useful introduction, though experts might find it basic",0
"So well produced, really engaging",0
Really appreciate the effort that went into the content,0
"Decent overview, though it skips some nuance",0
Massive respect for putting this together,0
"Great video, really enjoyed the logic",0
So glad I found this channel,0
How long did it take to put this together?,0
Can someone ELI5 the part about the content?,0
Goated content right here,0
Anyone know if Rowan has responded to this?,0
What a embarrassing waste of bandwidth,1
It's fine. Nothing groundbreaking but nothing wrong either,0
The analogy at the start doesn't quite hold up,0
The first half was stronger than the second,0
I think there's a counterargument worth considering here,0
You're a joke and so is the content,1
Goated content right here,0
I'm obsessed with this channel,0
The quality of the review is stellar,0
Really appreciate the effort that went into the logic,0
Filthy good content,0
Bruv this goes hard,0
How does this compare to the older method?,0
Has this been peer reviewed?,0
It's always the clueless ones who shout loudest,1
"Can't believe this is free, impressive work",0
Massive respect for putting this together,0
Blind followers everywhere in these comments,1
Can someone ELI5 the part about the point?,0
"How do you look at this and think yes, publish it?",1
"Can't believe this is free, wonderful work",0
"The best content on this platform, honestly",0
"This is exactly what I needed, thank you",0
"Can't believe this is free, wonderful work",0
Worth watching but take the stats with a pinch of salt,0
Thick as a plank and twice as useless,1
Can someone ELI5 the part about the content?,0
Has anyone tried this approach?,0
"This guy is dangerous, knows too much",0
"So well produced, really amazing",0
Would this work with a larger dataset?,0
One of the best explanations I've seen on the method,0
I think there's a counterargument worth considering here,0
"Reasonable take, though a bit one-sided",0
"Great video, really enjoyed the argument",0
"Nuanced topic, hard to cover in one video",0
"You murdered that explanation, well done",0
"Mixed feelings on this one, some good points though",0
Worst content I've ever wasted my time on,1
Watching this alongside Quinn's video gives a fuller picture,0
It's a complex issue and this does a decent job of introducing it,0
Watching this alongside Jamie's video gives a fuller picture,0
Watching this alongside Casey's video gives a fuller picture,0
Anyone know if Casey has responded to this?,0
I wish my lecturers explained things this well,0
"How do you look at this and think yes, publish it?",1
Finally someone explains the explanation properly,0
"Nah this is too good, I'm screaming",0
"Interesting framing, though I'd frame it differently",0
Could do with a follow-up covering the counterpoints,0
This is an insult to anyone with a brain,1
"Wow, what a unique and special take nobody has ever had before",1
"This is exactly what I needed, thank you",0
People like you are what's wrong with this platform,1
You clearly have no idea what you're talking about,1
"I keep coming back to the video, just impressive",0
This channel is a magnet for idiots,1
"I learned so much from this, cheers",0
"You're killing it, keep going",0
This hits different honestly,0
Really appreciate the effort that went into the approach,0
You're a legend for this,0
"Well explained, helped me a lot",0
How do you handle the edge cases here?,0
I'm dead so funny,0
Certified banger of a video,0
You should be embarrassed to have posted this,1
Where can I find the original source?,0
"Decent overview, though it skips some nuance",0
I agree with the general thrust but not the specifics,0
Sharing this with everyone I know,0
"How delightful, another uninformed hot take",1
Has anyone tried this approach?,0
"Interesting, though I'd push back on the second point",0
"Well explained, helped me a lot",0
This hits different honestly,0
"Interesting framing, though I'd frame it differently",0
I agree with the general thrust but not the specifics,0
This is a good start but needs more depth,0
"A solid 7/10, informative but could be tighter",0
Is there a textbook you'd recommend on this?,0
The quality of this take is solid,0
This channel is a magnet for idiots,1
That's a killer argument,0
How is this allowed on the platform? Pure garbage,1
It's a complex issue and this does a decent job of introducing it,0
What a dreadful excuse for content,1
Is there a textbook you'd recommend on this?,0
"Mixed feelings on this one, some good points though",0
"Fair points, but the evidence is a bit thin",0
"Mixed feelings on this one, some good points though",0
I'd love to see a debate between you and Dakota on this,0
Filthy good content,0
"A useful introduction, though experts might find it basic",0
Finally someone explains the point properly,0
How is this allowed on the platform? Pure garbage,1
"Reasonable take, though a bit one-sided",0
This take is fire,0
"Yo this is mental, so good",0
Hands down the most hideous thing I've seen this week,1
Nasty in the best way possible,0
Really opened my eyes to a new perspective,0
Has this been peer reviewed?,0
This is so bad it must be satire,1
"Short, sweet and incredibly solid",0
I'd love to see a debate between you and Frankie on this,0
Maybe stick to topics you actually understand,1
Loved every minute of the point,0
Where can I find the original source?,0
Where can I find the original source?,0
The analogy at the start doesn't quite hold up,0
How would you apply this in industry?,0
"You're so close to getting it, and yet so far",1
The quality of the video is insightful,0
Showed this to my mate and they loved it too,0
Nasty in the best way possible,0
Where can I find the original source?,0
I disagree with the argument but interesting point,0
This is so bad it must be satire,1
Can you do a follow-up on this?,0
The analogy at the start doesn't quite hold up,0
What software did you use for the visualisations?,0
"Clear, concise and insightful",0
Really appreciate the effort that went into this take,0
"Can't believe this is free, solid work",0
"Get off the internet, you absolute muppet",1
Really opened my eyes to a new perspective,0
"Decent overview, though it skips some nuance",0
"Hats off, this was great",0
"The best content on this platform, honestly",0
"Bookmarking this for later, so thoughtful",0
Would this work with a larger dataset?,0
"Simple and effective, just what I wanted",0
Anyone who subscribes to this is an idiot,1
The fact that viewers watch this says everything,1
"This made my day, genuinely first-rate",0
Can someone explain the third argument?,0
"Excellent work, keep it up",0
"Not everyone should share their opinions publicly, just saying",1
"A solid 7/10, informative but could be tighter",0
Been looking for something like this for ages,0
Not sure about the methodology but the conclusions seem sound,0
"Bookmarking this for later, so amazing",0
Can you do a follow-up on this?,0
What software did you use for the visualisations?,0
Filthy good content,0
I wish my lecturers explained things this well,0
People who think the idea are brain dead,1
"This guy is dangerous, knows too much",0
"Absolute brain rot, do better",1
"Nah this is too good, I'm screaming",0
"Interesting framing, though I'd frame it differently",0
That's a killer argument,0
I wish my lecturers explained things this well,0
Is there a simpler way to achieve the same result?,0
It's a complex issue and this does a decent job of introducing it,0
"Well explained, helped me a lot",0
Congratulations on the dumbest video of the year,1
Would this work with a larger dataset?,0
Certified banger of a video,0
"You're so close to getting it, and yet so far",1
"Hmm, not sure I agree with the conclusion",0
Your audience must have the IQ of a brick,1
Bold of you to assume you're qualified to discuss this,1
Disgusting how good this is,0
Is there a Python library for this?,0
More of this please,0
What software did you use for the visualisations?,0
"This is insightful, thanks for sharing",0
One of the best explanations I've seen on the review,0
This is sick! Love it,0
If you agree with the point you need help,1
Finally someone explains the theory properly,0
"Really great breakdown, subscribed",0
The quality of the explanation is lovely,0
You're a legend for this,0
Your viewers clearly can't think for themselves,1
What's the name of the technique at 5:30?,0
The first half was stronger than the second,0
"Reasonable take, though a bit one-sided",0
Massive respect for putting this together,0
You make hard things look easy,0
"You murdered that explanation, well done",0
Is there a Python library for this?,0
"Absolutely lovely, well done",0
How long did it take to put this together?,0
Where can I find the original source?,0
Not sure about the methodology but the conclusions seem sound,0
"Absolutely solid, well done",0
I agree with the general thrust but not the specifics,0
Anyone who subscribes to this is an idiot,1
It's adorable that you think this is insightful,1
"This guy is dangerous, knows too much",0
"This is exactly what I needed, thank you",0
Nasty in the best way possible,0
Certified banger of a video,0
What would happen if you changed the assumptions?,0
Can you do a follow-up on this?,0
Is there a Python library for this?,0
This is sick! Love it,0
More of this please,0
"Hats off, this was first-rate",0
How does this compare to the older method?,0
Spoken like someone who has never read a book,1
Has this been peer reviewed?,0
"Hats off, this was excellent",0
Blind followers everywhere in these comments,1
This take is fire,0
Rage bait from someone with zero talent,1
Watching this alongside Emery's video gives a fuller picture,0
What's the computational cost of this approach?,0
"Interesting framing, though I'd frame it differently",0
What do you expect from someone this ignorant?,1
How long did it take to put this together?,0
"Fair enough, but what about the other side?",0
Really opened my eyes to a new perspective,0
"Delete this, it's embarrassingly bad",1
I'd have liked to see more data backing up the claims,0
I think the truth is somewhere in the middle,0
I'd recommend reading the original paper alongside this,0
Some of these claims need better sourcing,0
"The best content on this platform, honestly",0
"Nah this is too good, I'm screaming",0
Could do with a follow-up covering the counterpoints,0
What's the name of the technique at 5:30?,0
Nasty in the best way possible,0
Really appreciate the effort that went into the point,0
"Can't believe this is free, thoughtful work",0
Loved every minute of the content,0
Not sure about the methodology but the conclusions seem sound,0
Filthy good content,0
Showed this to my mate and they loved it too,0
What's the computational cost of this approach?,0
"Engaging work, keep it up",0
What software did you use for the visualisations?,0
What software did you use for the visualisations?,0
The idiots who liked this should be ashamed,1
What would happen if you changed the assumptions?,0
Filthy good content,0
"This is one perspective, there are others worth exploring",0
"Nah this is too good, I'm screaming",0
I'd love to see a debate between you and Frankie on this,0
What are the limitations of this method?,0
Can someone explain the third argument?,0
Where can I find the original source?,0
"Can't believe this is free, excellent work",0
"Bookmarking this for later, so stellar",0
"I learned so much from the discussion, cheers",0
"Not everyone should share their opinions publicly, just saying",1
"Short, sweet and incredibly insightful",0
Certified banger of a video,0
Can someone ELI5 the part about this take?,0
Does this still apply in 2024?,0
Your audience must have the IQ of a brick,1
"Fair enough, but what about the other side?",0
One of the best explanations I've seen on the method,0
"Interesting, though I'd push back on the second point",0
Where can I find the original source?,0
"Perfect explanation, nothing to add",0
Has this been peer reviewed?,0
"You murdered that explanation, well done",0
Can you do a follow-up on this?,0
Certified banger of a video,0
How does someone this clueless have a platform?,1
This channel is a hidden gem,0
Massive respect for putting this together,0
Certified banger of a video,0
Showed this to my mate and they loved it too,0
"Great video, really enjoyed the content",0
"Really refreshing breakdown, subscribed",0
How do you handle the edge cases here?,0
How long did it take to put this together?,0
"Fair enough, but what about the other side?",0
How does this compare to the older method?,0
"Bookmarking this for later, so well-crafted",0
"Nah this is too good, I'm screaming",0
Good effort but there are factual errors at 3:20,0
I think there's a counterargument worth considering here,0
Can someone ELI5 the part about the content?,0
"Nah this is too good, I'm screaming",0
"Stop it, this is too good",0
You should be embarrassed to have posted this,1
"This is exactly what I needed, thank you",0
Is there a simpler way to achieve the same result?,0
"Stop it, this is too good",0
The quality of the logic is insightful,0
Bruv this goes hard,0
"You've earned a subscriber, insightful stuff",0
How does this compare to the older method?,0
"This is one perspective, there are others worth exploring",0
I see where you're coming from but I'm not convinced,0
"Hats off, this was amazing",0
Imagine being a fan of this absolute drivel,1
This channel is a hidden gem,0
Can someone ELI5 the part about the theory?,0
"Can't believe this is free, excellent work",0
So glad I found this channel,0
Disgusting how good this is,0
What's the name of the technique at 5:30?,0
"Yo this is mental, so good",0
Can someone ELI5 the part about the breakdown?,0
"This is one perspective, there are others worth exploring",0
This attracts the most gullible followers imaginable,1
Nasty in the best way possible,0
"Fair points, but the evidence is a bit thin",0
"Your content is worthless, stop making it",1
The analogy at the start doesn't quite hold up,0
"Can't believe this is free, outstanding work",0
Anyone know if Emery has responded to this?,0
Does this still apply in 2024?,0
Can someone ELI5 the part about the tutorial?,0
Bruv this goes hard,0
Only complete morons would share this,1
Does anyone have a link to the paper mentioned?,0
Nasty in the best way possible,0
I see where you're coming from but I'm not convinced,0
Imagine being stupid enough to post this,1
Thanks for making this so clear,0
Been looking for something like this for ages,0
Watching this alongside Alex's video gives a fuller picture,0
"This is great, thanks for sharing",0
What a laughable waste of bandwidth,1
What a shocking excuse for content,1
I think the content oversimplifies things a bit,0
"The best content on this platform, honestly",0
"This is exactly what I needed, thank you",0
This deserves way more views,0
Bruv this goes hard,0
What would happen if you changed the assumptions?,0
This take is fire,0
I'm dead so funny,0
"Reasonable take, though a bit one-sided",0
"Not bad, though the pacing could be better",0
Does this still apply in 2024?,0
Disgusting how good this is,0
Can someone explain the third argument?,0
Does this still apply in 2024?,0
"Stop it, this is too good",0
Clown behaviour from start to finish,1
I'm dead so funny,0
The quality of the method is engaging,0
"A useful introduction, though experts might find it basic",0
Anyone know if Emery has responded to this?,0
The analogy at the start doesn't quite hold up,0
Your fanbase is as useless as your content,1
"Clear, concise and great",0
Not sure about the methodology but the conclusions seem sound,0
"Short, sweet and incredibly lovely",0
Can someone explain the third argument?,0
"This made my day, genuinely cracking",0
How does this compare to the older method?,0
The quality of the argument is cracking,0
Not my favourite but I can see why people like it,0
"No cap, this slaps",0
"Absolutely thoughtful, well done",0
"Ah yes, the classic take from someone who read one article",1
"You're killing it, keep going",0
Nasty in the best way possible,0
Good effort but there are factual errors at 3:20,0
Imagine being a fan of this absolute drivel,1
I think there's a counterargument worth considering here,0
You're a legend for this,0
"Nah this is too good, I'm screaming",0
"Interesting, though I'd push back on the second point",0
"Charming attempt, truly",1
Must be nice to have that level of confidence with that level of knowledge,1
How would you apply this in industry?,0
Top quality as always,0
This hits different honestly,0
"Charming attempt, truly",1
Really opened my eyes to a new perspective,0
"Well explained, helped me a lot",0
Worth watching but take the stats with a pinch of salt,0
More of this please,0
How long did it take to put this together?,0
I disagree with the tutorial but interesting point,0
"Well, at least you're consistent — consistently wrong",1
Certified banger of a video,0
I'd love to see a debate between you and Finley on this,0
"So well produced, really wonderful",0
"You murdered that explanation, well done",0
This is a good start but needs more depth,0
Rage bait from someone with zero talent,1
I think the truth is somewhere in the middle,0
Your viewers clearly can't think for themselves,1
Has anyone tried this approach?,0
Could you share the code for this?,0
"No cap, this slaps",0
This is sick! Love it,0
"Refreshing work, keep it up",0
Filthy good content,0
"Not bad, though the pacing could be better",0
Absolutely wicked content,0
This is sick! Love it,0
"Perfect explanation, nothing to add",0
What software did you use for the visualisations?,0
I wish my lecturers explained things this well,0
Some of these claims need better sourcing,0
"Great video, really enjoyed the explanation",0
My favourite video on this subject by far,0
Finally someone explains this properly,0
I agree with the general thrust but not the specifics,0
Hands down the most dire thing I've seen this week,1
Anyone know if Sam has responded to this?,0
Can you do a follow-up on this?,0
Does the order of the steps matter here?,0
Genuinely impressive content,0
"Absolutely savage breakdown, loved it",0
Can someone explain the third argument?,0
Finally someone explains this take properly,0
This is so bad it must be satire,1
Some of these claims need better sourcing,0
Can someone explain the third argument?,0
"The best content on this platform, honestly",0
Disgusting how good this is,0
Has anyone tried this approach?,0
"This is exactly what I needed, thank you",0
"Great video, really enjoyed the discussion",0
Anyone know if Jamie has responded to this?,0
Loved every minute of the video,0
Really opened my eyes to a new perspective,0
Really opened my eyes to a new perspective,0
I'm sure you tried your best,1
"Nah this is too good, I'm screaming",0
It's fine. Nothing groundbreaking but nothing wrong either,0
Imagine being stupid enough to post this,1
The quality of this is lovely,0
"A solid 7/10, informative but could be tighter",0
This is a good start but needs more depth,0
"Great video, really enjoyed this take",0
Anyone who agrees with this is a moron,1
Does anyone have a link to the paper mentioned?,0
What's the computational cost of this approach?,0
Has anyone tried this approach?,0
This hits different honestly,0
Not sure about the methodology but the conclusions seem sound,0
Anyone who subscribes to this is an idiot,1
I'd recommend reading the original paper alongside this,0
"This guy is dangerous, knows too much",0
"Keep talking, you're really showcasing your expertise here",1
This take is fire,0
"So well produced, really well-crafted",0
"Simple and effective, just what I wanted",0
This is a good start but needs more depth,0
"Yo this is mental, so good",0
"You've earned a subscriber, well-crafted stuff",0
"Well, at least you're consistent — consistently wrong",1
Is there a textbook you'd recommend on this?,0
Absolutely wicked content,0
I'd recommend reading the original paper alongside this,0
I agree with the general thrust but not the specifics,0
"Gullible fools, every single one of you",1
Classic example of the blind leading the blind,1
"Interesting framing, though I'd frame it differently",0
People like you are what's wrong with this platform,1
Genuinely solid content,0
I'd recommend reading the original paper alongside this,0
Showed this to my mate and they loved it too,0
Really appreciate the effort that went into the point,0
"A solid 7/10, informative but could be tighter",0
I'm sure you tried your best,1
The analogy at the start doesn't quite hold up,0
"Bookmarking this for later, so amazing",0
What are the limitations of this method?,0
Has anyone tried this approach?,0
What a pathetic waste of bandwidth,1
"The best content on this platform, honestly",0
"Cracking work, keep it up",0
I think the truth is somewhere in the middle,0
"Mixed feelings on this one, some good points though",0
My favourite video on this subject by far,0
Filthy good content,0
You should be embarrassed to have posted this,1
Filthy good content,0
Showed this to my mate and they loved it too,0
"You murdered that explanation, well done",0
How brave of you to share something so confidently wrong,1
The first half was stronger than the second,0
Top quality as always,0
You make hard things look easy,0
Sharing this with everyone I know,0
Genuinely fantastic content,0
Thick as a plank and twice as useless,1
Not my favourite but I can see why people like it,0
"Fair points, but the evidence is a bit thin",0
This deserves way more views,0
How does this compare to the older method?,0
"Interesting framing, though I'd frame it differently",0
"You murdered that explanation, well done",0
This is sick! Love it,0
What are the limitations of this method?,0
Can you do a follow-up on this?,0
I'd have liked to see more data backing up the claims,0
How does this compare to the older method?,0
"This made my day, genuinely brilliant",0
"Your content is worthless, stop making it",1
What would happen if you changed the assumptions?,0
You and everyone who thinks like you are the problem,1
"This guy is dangerous, knows too much",0
Thanks for making the reasoning so clear,0
Genuinely fantastic content,0
I think there's a counterargument worth considering here,0
Can you do a follow-up on this?,0
This is painfully stupid to watch,1
Where can I find the original source?,0
"Fantastic work, keep it up",0
Could you share the code for this?,0
"Clear, concise and solid",0
This take is fire,0
How does this compare to the older method?,0
Does this still apply in 2024?,0
Can someone explain the third argument?,0
Rage bait from someone with zero talent,1
Absolutely wicked content,0
Genuinely wonderful content,0
How long did it take to put this together?,0
Worth watching but take the stats with a pinch of salt,0
"Fantastic work, keep it up",0
Really appreciate the effort that went into the review,0
Your audience must have the IQ of a brick,1
Not my favourite but I can see why people like it,0
"Nuanced topic, hard to cover in one video",0
Certified banger of a video,0
It's a complex issue and this does a decent job of introducing it,0
"Not bad, though the pacing could be better",0
"So well produced, really fantastic",0
"How do you look at this and think yes, publish it?",1
That's a killer argument,0
"This guy is dangerous, knows too much",0
"I keep coming back to the reasoning, just top-notch",0
"No cap, this slaps",0
"Fair enough, but what about the other side?",0
Would this work with a larger dataset?,0
Filthy good content,0
This is a good start but needs more depth,0
How would you apply this in industry?,0
"Simple and effective, just what I wanted",0
Loved every minute of the breakdown,0
"Decent overview, though it skips some nuance",0
Not sure about the methodology but the conclusions seem sound,0
How do you handle the edge cases here?,0
It's adorable that you think this is insightful,1
Where can I find the original source?,0
"Hats off, this was thoughtful",0
I think there's a counterargument worth considering here,0
Is there a Python library for this?,0
Not sure about the methodology but the conclusions seem sound,0
Someone clearly didn't do their research before hitting record,1
This is a good start but needs more depth,0
You're a legend for this,0
Genuinely cracking content,0
"Simple and effective, just what I wanted",0
Some of these claims need better sourcing,0
"Fair enough, but what about the other side?",0
"Yo this is mental, so good",0
You make hard things look easy,0
"How delightful, another uninformed hot take",1
"Yo this is mental, so good",0
How would you apply this in industry?,0
This deserves way more views,0
"Fair points, but the evidence is a bit thin",0
"Great video, really enjoyed the review",0
Where can I find the original source?,0
So glad I found this channel,0
Would this work with a larger dataset?,0
Not my favourite but I can see why people like it,0
You're a joke and so is the content,1
"Keep talking, you're really showcasing your expertise here",1
The quality of the review is first-rate,0
I think the truth is somewhere in the middle,0
"Perfect explanation, nothing to add",0
Thanks for making the discussion so clear,0
This take is fire,0
How would you apply this in industry?,0
Worth watching but take the stats with a pinch of salt,0
You're a legend for this,0
Watching this alongside Morgan's video gives a fuller picture,0
"This is exactly what I needed, thank you",0
What software did you use for the visualisations?,0
"What a load of rubbish, waste of everyone's time",1
What's the name of the technique at 5:30?,0
Does the order of the steps matter here?,0
"Reasonable take, though a bit one-sided",0
"Can't believe this is free, insightful work",0
Some of these claims need better sourcing,0
Shut up nobody asked for your opinion,1
I'm dead so funny,0
"Simple and effective, just what I wanted",0
It's fine. Nothing groundbreaking but nothing wrong either,0
How long did it take to put this together?,0
It's fine. Nothing groundbreaking but nothing wrong either,0
"A useful introduction, though experts might find it basic",0
"Interesting framing, though I'd frame it differently",0
Bruv this goes hard,0
"I keep coming back to the concept, just well-crafted",0
Imagine being a fan of this absolute drivel,1
"Yo this is mental, so good",0
You're a legend for this,0
Some of these claims need better sourcing,0
I think the truth is somewhere in the middle,0
This channel is a hidden gem,0
Can someone ELI5 the part about the approach?,0
Does anyone have a link to the paper mentioned?,0
This hits different honestly,0
"Unreal, this blew my mind",0
Nasty in the best way possible,0
Has this been peer reviewed?,0
Watching this alongside Morgan's video gives a fuller picture,0
I'd recommend reading the original paper alongside this,0
Really opened my eyes to a new perspective,0
Is there a Python library for this?,0
Could do with a follow-up covering the counterpoints,0
Certified banger of a video,0
This is sick! Love it,0
Really opened my eyes to a new perspective,0
I disagree with the breakdown but interesting point,0
How would you apply this in industry?,0
Top quality as always,0
Pure trash content from a trash creator,1
This is sick! Love it,0
Cringe doesn't even begin to describe this,1
"Really engaging breakdown, subscribed",0
The analogy at the start doesn't quite hold up,0
Massive respect for putting this together,0
You and your followers are delusional,1
Is there a Python library for this?,0
"A solid 7/10, informative but could be tighter",0
I'd love to see a debate between you and Emery on this,0
"You murdered that explanation, well done",0
Would this work with a larger dataset?,0
One of the best explanations I've seen on the breakdown,0
More of this please,0
You make hard things look easy,0
"Well explained, helped me a lot",0
Showed this to my mate and they loved it too,0
Your viewers clearly can't think for themselves,1
I'd love to see a debate between you and Emery on this,0
"Absolutely amazing, well done",0
Anyone know if Emery has responded to this?,0
This take is fire,0
I agree with the general thrust but not the specifics,0
What do you expect from someone this ignorant?,1
Finally someone explains the method properly,0
That's a killer argument,0
"Interesting framing, though I'd frame it differently",0
"So well produced, really solid",0
"Not bad, though the pacing could be better",0
That's a killer argument,0
Genuinely refreshing content,0
Nasty in the best way possible,0
Top quality as always,0
You clearly have no idea what you're talking about,1
Genuinely wonderful content,0
"Hats off, this was amazing",0
The first half was stronger than the second,0
Blind followers everywhere in these comments,1
This channel is a hidden gem,0
"Fair points, but the evidence is a bit thin",0
"Hats off, this was insightful",0
Does anyone have a link to the paper mentioned?,0
This channel is a hidden gem,0
Typical clueless nonsense from posters like you,1
"Short, sweet and incredibly great",0
Disgusting how good this is,0
Good effort but there are factual errors at 3:20,0
Showed this to my mate and they loved it too,0
"Perfect explanation, nothing to add",0
"Mixed feelings on this one, some good points though",0
"Mixed feelings on this one, some good points though",0
So glad I found this channel,0
Everyone in the comments praising this is brain dead,1
"Reasonable take, though a bit one-sided",0
"I keep coming back to the explanation, just lovely",0
Filthy good content,0
How do you handle the edge cases here?,0
More of this please,0
"Interesting, though I'd push back on the second point",0
Maybe stick to topics you actually understand,1
How would you apply this in industry?,0
So glad I found this channel,0
"Simple and effective, just what I wanted",0
Finally someone explains the breakdown properly,0
Is there a Python library for this?,0
"Mixed feelings on this one, some good points though",0
How does this compare to the older method?,0
I disagree with the analysis but interesting point,0
You're an absolute idiot if you believe this take,1
What would happen if you changed the assumptions?,0
The first half was stronger than the second,0
"Great video, really enjoyed the idea",0
"I learned so much from the breakdown, cheers",0
I see where you're coming from but I'm not convinced,0
"Fair enough, but what about the other side?",0
Genuinely refreshing content,0
This destroys the competition,0
How does someone this clueless have a platform?,1
Worth watching but take the stats with a pinch of salt,0
Watching this alongside Jordan's video gives a fuller picture,0
"No cap, this slaps",0
How does someone this clueless have a platform?,1
What happens if the data is noisy?,0
I'd love to see a debate between you and Rowan on this,0
This is painfully stupid to watch,1
You're a legend for this,0
"Bless your heart, thinking you're an expert",1
Goated content right here,0
The first half was stronger than the second,0
"Insane quality, absolutely nuts",0
Anyone who subscribes to this is an idiot,1
Has this been peer reviewed?,0
What happens if the data is noisy?,0
"Hats off, this was fantastic",0
Could you share the code for this?,0
"Keep talking, you're really showcasing your expertise here",1
This destroys the competition,0
Really opened my eyes to a new perspective,0
"Interesting framing, though I'd frame it differently",0
I disagree with the argument but interesting point,0
"You're killing it, keep going",0
What are the limitations of this method?,0
"Really excellent breakdown, subscribed",0
"Absolutely outstanding, well done",0
This take is fire,0
Go back to school before making more videos,1
Has anyone tried this approach?,0
I feel dumber for having watched this,1
"Insane quality, absolutely nuts",0
Genuinely insightful content,0
I think there's a counterargument worth considering here,0
Is there a textbook you'd recommend on this?,0
"I keep coming back to the method, just thoughtful",0
Is there a simpler way to achieve the same result?,0
Thanks for making the reasoning so clear,0
What are the limitations of this method?,0
"Not bad, though the pacing could be better",0
This is a good start but needs more depth,0
Could do with a follow-up covering the counterpoints,0
How would you apply this in industry?,0
You make hard things look easy,0
"Yo this is mental, so good",0
"This made my day, genuinely lovely",0
Anyone know if Avery has responded to this?,0
Top quality as always,0
Blind followers everywhere in these comments,1
This deserves way more views,0
"Bookmarking this for later, so fantastic",0
You make hard things look easy,0
Has this been peer reviewed?,0
The quality of the breakdown is superb,0
Does the order of the steps matter here?,0
"Wow, what a unique and special take nobody has ever had before",1
This is sick! Love it,0
That's a killer argument,0
Really appreciate the effort that went into the approach,0
What are the limitations of this method?,0
"Well explained, helped me a lot",0
This deserves way more views,0
"Decent overview, though it skips some nuance",0
Where can I find the original source?,0
Shut up nobody asked for your opinion,1
You make hard things look easy,0
Absolutely wicked content,0
Bruv this goes hard,0
I see where you're coming from but I'm not convinced,0
Could you share the code for this?,0
What are the limitations of this method?,0
Is there a Python library for this?,0
How would you apply this in industry?,0
"Absolutely impressive, well done",0
"Unreal, this blew my mind",0
I agree with the general thrust but not the specifics,0
My favourite video on this subject by far,0
Can someone explain the third argument?,0
"Interesting framing, though I'd frame it differently",0
Genuinely amazing content,0
"Great video, really enjoyed the perspective",0
"Short, sweet and incredibly excellent",0
Nobody cares about your rubbish opinions,1
Can someone explain the third argument?,0
This hits different honestly,0
I think there's a counterargument worth considering here,0
The appalling takes here attract embarrassing people,1
Is there a textbook you'd recommend on this?,0
"Fair points, but the evidence is a bit thin",0
Can someone ELI5 the part about the logic?,0
"Stop it, this is too good",0
"Mixed feelings on this one, some good points though",0
"You've earned a subscriber, great stuff",0
Would this work with a larger dataset?,0
I think the truth is somewhere in the middle,0
So glad I found this channel,0
This is so bad it must be satire,1
Watching this alongside Riley's video gives a fuller picture,0
"Insane quality, absolutely nuts",0
Anyone know if Morgan has responded to this?,0
"Short, sweet and incredibly cracking",0
"Unreal, this blew my mind",0
How does someone this clueless have a platform?,1
"Your confidence is really something, given the quality of the concept",1
Filthy good content,0
Filthy good content,0
Not sure about the methodology but the conclusions seem sound,0
Does this still apply in 2024?,0
Someone clearly didn't do their research before hitting record,1
"Keep talking, you're really showcasing your expertise here",1
Would appreciate a video on the mathematical foundations,0
"Stop it, this is too good",0
"Impressive work, keep it up",0
"So well produced, really great",0
I think this take oversimplifies things a bit,0
More of this please,0
What's the computational cost of this approach?,0
What's the name of the technique at 5:30?,0
"Absolutely amazing, well done",0
Genuinely engaging content,0
"Absolutely thoughtful, well done",0
Anyone who subscribes to this is an idiot,1
How brave of you to share something so confidently wrong,1
This channel is a hidden gem,0
"No cap, this slaps",0
It's fine. Nothing groundbreaking but nothing wrong either,0
"Can't believe this is free, great work",0
